year,country_name,hdi_category,indicator_name,reference,values
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,564
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,112
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,229
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,154
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,86
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,56
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,256
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,620
,Haiti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,61
,Sudan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,116
,Kenya,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,169
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,260
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,294
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,924
,Togo,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,102
,Yemen,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,208
,Uganda,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,63
,Gambia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,98
,Senegal,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,206
,Eritrea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,67
,Nigeria,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,157
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,69
,Guinea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,87
,Rwanda,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,31
,Angola,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,220
,Benin,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,81
,Malawi,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (kilowatt-hours) 2004,,100
,Zambia,,Electricity consumption per capita (kilowatt-hours) 2004,,721
,Côte d'Ivoire,,Electricity consumption per capita (kilowatt-hours) 2004,,224
,Burundi,,Electricity consumption per capita (kilowatt-hours) 2004,,22
,Congo (Democratic Republic of the),,Electricity consumption per capita (kilowatt-hours) 2004,,92
,Ethiopia,,Electricity consumption per capita (kilowatt-hours) 2004,,36
,Chad,,Electricity consumption per capita (kilowatt-hours) 2004,,11
,Central African Republic,,Electricity consumption per capita (kilowatt-hours) 2004,,28
,Mozambique,,Electricity consumption per capita (kilowatt-hours) 2004,,545
,Mali,,Electricity consumption per capita (kilowatt-hours) 2004,,41
,Niger,,Electricity consumption per capita (kilowatt-hours) 2004,,40
,Guinea-Bissau,,Electricity consumption per capita (kilowatt-hours) 2004,,44
,Burkina Faso,,Electricity consumption per capita (kilowatt-hours) 2004,,31
,Sierra Leone,,Electricity consumption per capita (kilowatt-hours) 2004,,24
,Iceland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,66.4
,Norway,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,6.5
,Australia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,30.4
,Canada,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,5.9
,Ireland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,62.7
,Sweden,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-1.9
,Switzerland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,10.3
,Japan,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,21.8
,Netherlands,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,32.7
,France,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,24.6
,Finland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,33.2
,United States,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,11.9
,Spain,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,63.3
,Denmark,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,7.4
,Austria,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,27.7
,United Kingdom,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,15.9
,Belgium,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,33.4
,Luxembourg,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,21.1
,New Zealand,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,6.7
,Italy,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,36.1
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,34.4
,Germany,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,10.4
,Israel,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,62.8
,Greece,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,60.1
,Singapore,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,67.7
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,178.3
,Slovenia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Cyprus,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,97.2
,Portugal,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,69.9
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,80.9
,Barbados,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,85.0
,Czech Republic,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Kuwait,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,75.0
,Malta,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,53.4
,Qatar,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,101.8
,Hungary,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,6.7
,Poland,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,6.9
,Argentina,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,70.6
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,41.5
,Chile,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,138.7
,Bahrain,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,52.3
,Slovakia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Lithuania,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Estonia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Latvia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Uruguay,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,52.4
,Croatia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Costa Rica,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,54.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,87.0
,Seychelles,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,88.2
,Cuba,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,0.6
,Mexico,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,46.5
,Bulgaria,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-10.3
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,115.3
,Tonga,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,30.8
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-22.2
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-10.7
,Oman,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,83.2
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,67.1
,Romania,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-19.9
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,57.9
,Panama,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,51.0
,Malaysia,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,129.6
,Belarus,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Mauritius,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,147.2
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Russian Federation,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Albania,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,82.3
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Brazil,HIGH HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,39.5
,Dominica,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,170.7
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,136.6
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,23.6
,Colombia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,3.1
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Samoa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,103.0
,Thailand,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,141.1
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,197.7
,Belize,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,13.8
,China,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,212.4
,Grenada,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,225.0
,Armenia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Turkey,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,109.5
,Suriname,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-9.9
,Jordan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,53.4
,Peru,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,44.6
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,374.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,77.3
,Philippines,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,68.8
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,93.7
,Fiji,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,44.9
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,114.1
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,126.7
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,99.3
,Georgia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Guyana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,155.3
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,127.0
,Maldives,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,385.6
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,160.8
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,330.1
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,62.7
,Algeria,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,40.7
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,324.2
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,75.0
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,88.4
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,37.1
,Moldova,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Egypt,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,93.0
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-25.2
,Honduras,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,79.4
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,42.1
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,100.0
,Gabon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,5.4
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,18.4
,South Africa,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,20.8
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-23.8
,Botswana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Namibia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Morocco,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,84.7
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,0
,India,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,77.6
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,13.8
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,80.0
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-44.4
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,111.5
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,126.7
,Comoros,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,3.3
,Ghana,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-22.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,61.6
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,60.0
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Congo,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-2.1
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,111.0
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,104.8
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,5.7
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,8.9
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,28.1
,Haiti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-17.6
,Sudan,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,123.1
,Kenya,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,26.1
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-46.8
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-10.1
,Togo,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,1.0
,Yemen,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,34.2
,Uganda,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,61.5
,Gambia,MEDIUM HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,30.7
,Senegal,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,70.2
,Eritrea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,..
,Nigeria,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,-1.9
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,4.5
,Guinea,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,3.6
,Rwanda,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,24.0
,Angola,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,161.9
,Benin,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,72.3
,Malawi,LOW HUMAN DEVELOPMENT,Electricity consumption per capita (% change) 1990-2004,,14.9
,Zambia,,Electricity consumption per capita (% change) 1990-2004,,-7.8
,Côte d'Ivoire,,Electricity consumption per capita (% change) 1990-2004,,7.7
,Burundi,,Electricity consumption per capita (% change) 1990-2004,,-4.3
,Congo (Democratic Republic of the),,Electricity consumption per capita (% change) 1990-2004,,-42.1
,Ethiopia,,Electricity consumption per capita (% change) 1990-2004,,..
,Chad,,Electricity consumption per capita (% change) 1990-2004,,-31.3
,Central African Republic,,Electricity consumption per capita (% change) 1990-2004,,-12.5
,Mozambique,,Electricity consumption per capita (% change) 1990-2004,,856.1
,Mali,,Electricity consumption per capita (% change) 1990-2004,,36.7
,Niger,,Electricity consumption per capita (% change) 1990-2004,,-13.0
,Guinea-Bissau,,Electricity consumption per capita (% change) 1990-2004,,4.8
,Burkina Faso,,Electricity consumption per capita (% change) 1990-2004,,55.0
,Sierra Leone,,Electricity consumption per capita (% change) 1990-2004,,-54.7
,Iceland,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Norway,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Australia,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Canada,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Ireland,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Sweden,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Switzerland,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Japan,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Netherlands,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,France,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Finland,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,United States,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Spain,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Denmark,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Austria,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,United Kingdom,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Belgium,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Luxembourg,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,New Zealand,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Italy,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,..
,Germany,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Israel,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,97
,Greece,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Singapore,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Slovenia,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,..
,Cyprus,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,..
,Portugal,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,100
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,99
,Barbados,HIGH HUMAN DEVELOPMENT,Electrification rate (%) 2000-05a,,..
